Feature,Importance
15:53166-592121,0.120612904
1:62781892-63279284,0.09930207
15:27009381-32443495,0.06619414
3:199333505-199383479,0.05121834
16:29586070-30555422,0.045999292
3:11686988-12710784,0.045955896
17:20569693-20596699,0.036694273
1:245054641-245071941,0.035765033
15:44193179-48393597,0.032816585
22:23022675-23926329,0.032311037
1:103819551-103875725,0.032156006
8:39356595-39363050,0.02902225
17:35076296-35282086,0.025629666
3:75479859-75535753,0.022595061
22:24263116-24866694,0.02203661
3:75845446-75858339,0.021505808
2:235740357-236665001,0.020379601
15:32447707-32511475,0.020162642
1:16551324-16592466,0.015536059
22:23952881-23967594,0.015077914
1:16126501-16531740,0.014956276
19:13188639-14135749,0.014394145
4:191062719-191134340,0.013782489
5:802518-826044,0.010062329
1:53661750-55331098,0.0097927945
12:64727853-66012212,0.009505461
10:81863113-82109833,0.009120155
6:22060377-24236375,0.009084712
10:72351591-73557841,0.008131183
2:132210961-132323628,0.0078051616
13:5179-123882,0.007686263
1:156722904-157446463,0.007263702
16:72933295-73012768,0.0071287034
6:18550170-19001738,0.0062963087
18:8373762-10146194,0.0060493927
15:39590440-39979013,0.005805862
3:123307820-126884366,0.005361676
6:106401543-108269233,0.0052600875
12:97156507-97840955,0.005137701
6:122354776-122673457,0.005114563
15:91021118-91761159,0.004606012
19:47934635-48237067,0.004465379
19:56816785-56859204,0.0039998014
12:70462057-70560603,0.0032842173
9:533322-559898,0.0031370409
1:31968013-33181040,0.00260408
6:32672983-32702995,0.0024806454
1:149403519-149573806,0.0021537815
12:57531034-59041688,0.001976209
1:19200088-21470929,0.0017673982
8:42123757-42175380,0.0016438005
11:55607240-56294614,0.001306937
8:97415915-97633935,0.001102876
11:80263397-80790766,0.0008703673
14:40566575-40779816,0.0008611191
17:1859252-1859812,0.0008473857
6:137534872-137928470,0.00084301265
15:39578565-39587716,0.000796202
8:63810-90816,0.00073779427
16:86985669-88124384,0.00059621345
8:36627162-36673994,0.00048741436
1:245308564-245433846,0.00046837726
18:46023418-47316297,0.00016668366
17:31965989-32176678,7.82826e-05
10:42150759-42175348,8.841956e-06
