Feature,Importance
15:44193179-48393597,0.17197694
1:74137824-74816963,0.08588207
19:47934635-48237067,0.06191366
15:55258039-57620619,0.05956783
12:74728500-75387573,0.05486336
5:70752359-71062539,0.053422432
1:245054641-245071941,0.053328916
22:40072147-41213949,0.0459157
17:35076296-35282086,0.035494346
22:41307174-41912419,0.03257699
3:586636-625689,0.032186534
17:1860983-1862743,0.028719004
1:149579637-149582884,0.024793303
1:2927-43870,0.017850837
19:8246-232080,0.016958974
16:47717059-48773160,0.016765272
4:69215734-69311985,0.01651679
16:61163269-63210535,0.016404996
5:763494-786455,0.015819656
1:199087690-199111062,0.013229688
17:41700762-41706870,0.011981747
16:68710277-68751390,0.009532821
22:16710421-17036278,0.009098586
12:84542006-85443011,0.008289953
3:164038925-164101784,0.0078141885
16:29586070-30555422,0.0077932286
16:33280759-33424939,0.007439444
15:27009381-32443495,0.006349189
10:87744912-88215734,0.0062487633
8:37028146-37290782,0.0056668534
20:60333345-60363009,0.005005361
6:32766023-32821094,0.0047883377
5:150224239-152555267,0.004292907
3:4109224-4214897,0.0041100695
9:42913008-43066618,0.003931997
17:403833-443042,0.0037531503
14:19268776-19330937,0.0033107647
8:37317937-37617735,0.0032318158
1:116880909-116906096,0.0031888902
20:52993159-53135675,0.0031618346
16:45058242-45218686,0.0030905656
17:33708879-33836794,0.0028777122
12:75396411-75693696,0.0026665193
19:56816785-56859204,0.0022436387
1:244693374-244865778,0.0020196
6:72170740-73920835,0.0018104861
4:9047040-9477600,0.0016671261
1:193480150-193527058,0.0014920073
3:16617887-16778176,0.0013257437
16:28087-37133,0.0011370505
16:30561643-31835555,0.0011111391
14:105602756-105630089,0.0010075172
11:234177-263286,0.00084189785
15:53166-592121,0.00081063726
14:18149473-18537177,0.00078828406
20:34883639-35743960,0.00072526844
17:41062669-41447005,0.0003506458
19:232836-236846,0.00031669321
17:48882141-49169293,0.00028261752
1:244947984-244955806,0.0002530079
1:25354765-25402278,4.6332225e-06
