Feature,Importance
1:102443157-103810269,0.080048725
17:35076296-35282086,0.06878243
1:12800742-12805297,0.056714024
6:40747924-42826227,0.056639653
17:2286862-2330659,0.049699515
14:105654998-105693581,0.04869499
16:68838368-68874167,0.041688763
1:31006782-31124964,0.03663601
12:74728500-75387573,0.036089223
5:150148732-150201145,0.035658136
17:984101-1003742,0.032032873
14:21464924-21511829,0.02998937
1:2882919-2901629,0.024412727
8:37746286-37882239,0.022096358
6:45107837-47047807,0.021415504
1:193480150-193527058,0.021127902
5:140433878-142819410,0.020359555
16:68710277-68751390,0.01878
3:16617887-16778176,0.018537672
3:196947293-196962380,0.01643145
18:4316-75432,0.013066752
6:30021894-30031367,0.012998879
5:70716278-70721505,0.012228713
18:14723811-14968075,0.011497278
1:245009770-245014643,0.011139684
6:1358498-1359129,0.010959199
16:69391442-69397102,0.010870372
16:67314736-68371045,0.010741931
1:211126341-211395327,0.010326918
6:252939-284743,0.010263067
1:39437661-40202959,0.010112973
20:194755-763411,0.0096329665
11:29167359-31313660,0.0095113395
1:199087690-199111062,0.0072599556
23:1672003-1687507,0.0067613903
23:144052935-145145074,0.006568449
1:16954838-16997273,0.0065596486
12:75396411-75693696,0.0053004143
6:18550170-19001738,0.004979676
23:354639-380891,0.00476411
17:40859120-40926154,0.0047394293
4:166559793-171072076,0.003693777
3:46761824-46823673,0.0033962273
11:58439169-58548776,0.0033147447
1:16757397-16794038,0.0033052966
23:153466463-153491568,0.0032424664
11:41674896-41967473,0.0032367026
5:69274433-70345552,0.0031521346
6:55859081-57298746,0.003099214
18:14120810-14602888,0.0030776358
1:109933787-109968401,0.0026425226
11:31323535-31998955,0.0024425953
1:149369522-149394958,0.0023526044
1:120313797-120384620,0.0020459157
20:35800429-36053431,0.0019487975
8:35204286-35426691,0.0019423105
6:29939288-29950805,0.001818384
1:179581225-181371569,0.0017473594
3:521064-574415,0.0016573189
17:77442683-77478901,0.0016530143
1:239391358-239517083,0.0016006349
17:37314955-37412772,0.0015917342
8:126589494-127668868,0.0015799125
8:35875555-36133992,0.0014275108
6:128614174-131296266,0.0014244628
15:18835660-18884436,0.0011852958
19:59406523-59440274,0.0011841326
16:30561643-31835555,0.0009484052
6:165690639-165715368,0.0008592611
16:14956177-14988855,0.00085669325
16:68606309-68648091,0.00082168536
3:586636-625689,0.0006969953
7:141965869-141978333,0.00069558277
15:32605086-32654561,0.00064867694
1:145820605-146012014,0.00064691296
1:141500919-141527782,0.0006142919
17:38035466-38070950,0.0005963027
11:80263397-80790766,0.00059269514
6:136159988-136555576,0.000580303
1:181387023-182641159,0.0004965291
1:239544570-239630032,0.00047832946
23:3229-45135,0.00042268046
1:2643540-2645074,0.00040432278
11:5742476-5762182,0.00039190572
18:51630663-51747511,0.00039187344
16:72933295-73012768,0.00036998888
14:19268776-19330937,0.00036725143
1:145647143-145716245,0.00030639456
17:77535412-77646396,0.00026783132
11:55124730-55194990,0.0002365024
6:151271304-151882964,0.0002185594
1:239337733-239364269,0.00014655363
1:142570866-142598507,0.00014581814
17:41527705-41566540,0.00013168376
22:37683612-37705310,0.00013125151
8:58694882-59488208,0.00013052803
9:42913008-43066618,0.00011228164
11:103179669-103605605,0.00010272685
8:35694285-35751327,8.672433e-05
1:146473741-146512434,8.660284e-05
8:184617-808139,7.207864e-05
6:135204537-135259324,3.956322e-05
15:22038880-22138119,2.3462004e-05
