Feature,Importance
20:194755-763411,0.09302527
2:56853626-57106587,0.0821149
12:51241859-52425218,0.071270935
17:35076296-35282086,0.063974775
1:2643540-2645074,0.047494017
2:229700351-231853847,0.04157246
11:118115430-118362161,0.039937347
22:24876788-26191987,0.036898542
12:97852156-98629015,0.035524826
1:17030134-17037487,0.034158386
16:82128902-83298645,0.031383425
5:68785515-68850823,0.030288372
18:17278237-18565403,0.026436651
22:24263116-24866694,0.021229638
5:763494-786455,0.018584482
8:37028146-37290782,0.01756868
16:50733339-51847185,0.01624067
1:149579637-149582884,0.015794393
18:36996895-42435594,0.015400975
12:9528590-9585156,0.014493783
9:110114139-110140372,0.012433658
11:73803134-74080304,0.011768636
6:252939-284743,0.0106047485
22:27829159-28903600,0.010482106
6:35344147-37360148,0.010358019
1:193480150-193527058,0.009701084
3:4109224-4214897,0.009676519
8:35694285-35751327,0.009244842
7:21242540-23314039,0.008647187
17:41011530-41041674,0.0078085624
12:84542006-85443011,0.0077155
18:18594203-18968555,0.0070224465
2:98472519-101487776,0.006327009
1:10551320-12533269,0.0062970035
1:16954838-16997273,0.0062902695
4:69215734-69311985,0.006095352
16:68838368-68874167,0.005900512
15:18722595-18790589,0.0053670597
11:62264206-62741497,0.0046763215
8:42123757-42175380,0.004398818
15:41676219-44156737,0.004377591
5:58484078-60277014,0.004176065
2:61025070-61061211,0.0041310103
16:72933295-73012768,0.0040409258
10:42150759-42175348,0.0037295457
1:38432360-38569674,0.0035397839
1:244693374-244865778,0.0034715727
13:45269295-47682284,0.0032631832
1:2927-43870,0.002960589
1:144975464-145023947,0.002595498
17:60634938-61232593,0.0025743637
22:26999547-27819338,0.0025009238
8:43143792-43155815,0.0024462559
1:199087690-199111062,0.0021993907
16:67314736-68371045,0.0021156583
8:35875555-36133992,0.0020496736
16:68606309-68648091,0.0020429862
18:121700-128568,0.0020310292
6:137982450-139107896,0.001975842
17:57670026-57838106,0.0018363924
3:196908262-196937230,0.0017935853
21:14334542-14480152,0.0017318378
4:166559793-171072076,0.0015983827
3:39066-342654,0.0015604015
3:89488409-89516057,0.0015135559
14:105082760-105322191,0.0014421149
6:32766023-32821094,0.001441472
18:19733211-22259536,0.0013236348
6:98260964-101072587,0.0012922132
17:44860354-45025420,0.0012600464
11:73550091-73719108,0.0012332271
1:146473741-146512434,0.0011097792
15:44193179-48393597,0.0010901261
16:14956177-14988855,0.0010871848
20:35800429-36053431,0.0010045413
12:85450052-85962613,0.0009891905
6:110490286-110621141,0.0007813393
18:51767179-55758094,0.00056375604
14:19350230-19397709,0.0003766481
20:61795796-62379059,0.00035694052
23:3229-45135,0.00035110078
5:57805582-58473974,0.00035082028
22:37683612-37705310,0.00033717338
14:68154581-71881814,0.0003306466
16:30561643-31835555,0.00029730235
8:39356595-39363050,0.00026003827
16:41636-151666,0.00023592969
5:62457701-65999278,0.00023187058
6:112208462-113294566,0.00023114978
14:73071404-73092018,0.00022683038
17:52115865-52175252,0.0002232504
14:73106558-73114128,0.00020622405
14:19402284-19490630,0.00020538524
16:68710277-68751390,0.00018469307
18:4316-75432,0.00010304465
9:21698371-22292223,9.042911e-05
17:11469879-12854787,8.083863e-05
17:41527705-41566540,5.6917983e-05
19:232836-236846,4.423835e-05
17:8567837-9872633,4.066456e-05
8:28883487-29205723,3.9246428e-05
9:42913008-43066618,3.8571285e-05
17:2286862-2330659,1.716893e-05
