Feature,Importance
17:35076296-35282086,0.09385857
22:26999547-27819338,0.0665051
9:153131-194193,0.06606014
16:59325545-61138989,0.059330273
3:16617887-16778176,0.056179814
6:32672983-32702995,0.04747978
3:18712267-19922255,0.0451781
12:51241859-52425218,0.043351613
22:22725750-22731544,0.042249076
12:70462057-70560603,0.03934371
4:56204828-56528111,0.02874951
12:63574243-64694907,0.027279101
5:802518-826044,0.026368393
1:199087690-199111062,0.023852859
6:18550170-19001738,0.023163538
3:46761824-46823673,0.020360649
17:61247968-61578637,0.017952329
16:50733339-51847185,0.016972426
1:149369522-149394958,0.016945735
6:32605300-32629848,0.014898916
3:196908262-196937230,0.014155635
7:143321677-143391065,0.013458365
14:21420105-21448635,0.011957252
5:763494-786455,0.011043555
1:193480150-193527058,0.01073173
18:22269177-22793854,0.009935908
9:121348401-124114869,0.00986417
1:13520352-15852641,0.008468678
16:69391442-69397102,0.007834395
5:60285997-62401952,0.007666996
3:19936335-24520200,0.007647754
5:69274433-70345552,0.0074075973
2:216395222-217154796,0.0062986426
8:39870841-39957091,0.0059610098
1:471671-786483,0.0050282143
8:39368509-39505256,0.004884034
6:204528-238441,0.0047657457
11:182372-223502,0.004188218
16:71180297-71797476,0.00416722
4:70334625-70410860,0.0039910683
20:45124342-45222725,0.0037259245
6:62077839-62654445,0.003704471
6:29939288-29950805,0.0036975702
16:68710277-68751390,0.0036867529
16:72933295-73012768,0.0033615807
12:84542006-85443011,0.0033362384
6:40747924-42826227,0.003031126
14:21464924-21511829,0.002970478
1:149579637-149582884,0.0028185765
1:2664285-2665530,0.0027692334
20:58516115-59189405,0.0027110483
5:34119335-34407822,0.0026559103
23:422315-462468,0.002640569
18:61430694-62786765,0.0025613888
6:29962849-30010234,0.0024357433
17:77442683-77478901,0.00167192
22:37683612-37705310,0.0014132153
14:42076777-43555063,0.0012778742
13:56645552-56673183,0.001234381
9:40361684-40520747,0.0012319625
6:64750730-65951879,0.001095782
6:5839-85465,0.00096850377
8:11903901-12448374,0.0009325998
8:7040596-7261418,0.00090861745
1:145647143-145716245,0.0008542954
5:150148732-150201145,0.0007444012
17:16578627-16713678,0.0006634884
3:9779380-9918123,0.0006526151
6:19049822-20716660,0.0005809756
6:97827305-98245127,0.00048816626
16:30561643-31835555,0.00044635197
8:55862289-56770315,0.000439394
1:239391358-239517083,0.00038081058
17:21211558-21386260,0.0003540308
8:31906730-32154763,0.00035385066
7:38065862-38069416,0.00031100394
11:70519863-70552702,0.0002715706
14:21518235-22000194,0.00024244342
9:42913008-43066618,0.00019926035
22:22672513-22676549,0.00014984218
1:141474904-141491470,0.00012784099
19:232836-236846,7.88849e-05
20:55315764-55877718,7.1868184e-05
8:5952862-6907624,7.1192735e-05
17:20959898-21204422,6.084874e-05
14:105654998-105693581,3.3531076e-05
17:2145322-2286311,2.4668294e-05
8:12511855-12602139,2.1386864e-05
