Feature,Importance
1:35903416-37578554,0.08407662
17:35076296-35282086,0.08155854
8:8117271-8132139,0.08129831
16:68710277-68751390,0.06526644
20:194755-763411,0.058911745
11:86480032-87537774,0.04211113
6:40747924-42826227,0.0351571
20:1546858-1557784,0.031956624
3:16617887-16778176,0.029282028
16:82128902-83298645,0.029045966
19:40530071-40556205,0.02262116
4:191191940-191311992,0.013629431
5:69274433-70345552,0.013290568
22:24876788-26191987,0.012672043
4:143274574-145390888,0.012642486
1:245150122-245299678,0.012479468
8:7040596-7261418,0.012449692
12:70462057-70560603,0.011863825
2:196212-479448,0.0117839305
2:158911197-159695436,0.01097976
5:17100908-17382633,0.010870386
7:141965869-141978333,0.010193589
6:32672983-32702995,0.009808065
1:42754729-43839204,0.009737046
3:24543616-25463517,0.009602357
1:149369522-149394958,0.009442456
12:69315717-70369674,0.008928726
18:14120810-14602888,0.0086530065
1:16757397-16794038,0.008637577
18:19733211-22259536,0.008283577
11:5742476-5762182,0.008242816
11:79858760-79974644,0.00817732
8:97415915-97633935,0.008138328
1:146525071-146549143,0.008107645
5:70716278-70721505,0.007998138
20:37153404-38764590,0.0076206867
18:14079350-14091534,0.0075702625
16:68838368-68874167,0.0075221104
3:84212782-84761534,0.007413914
1:193480150-193527058,0.0073395884
14:19505698-19515781,0.006536484
3:75845446-75858339,0.0064547495
11:31323535-31998955,0.00628024
1:2611444-2641811,0.006130526
1:72489681-72620747,0.00528673
6:29962849-30010234,0.005278363
8:184617-808139,0.0051542744
18:3556635-4569844,0.004849945
2:132210961-132323628,0.0043768287
13:47691104-47937120,0.0043701506
6:22060377-24236375,0.004250548
11:46368437-47509993,0.0039384565
6:18550170-19001738,0.003927372
18:66394814-68375250,0.0038688176
22:15579496-15599936,0.0038573258
1:16799163-16836986,0.0036568248
4:191062719-191134340,0.0035528643
3:46761824-46823673,0.0035019096
11:48475465-48621072,0.0034576682
15:18722595-18790589,0.0032829312
6:32718991-32728487,0.0030810265
3:196947293-196962380,0.00307933
14:19154992-19216369,0.0028005908
20:55315764-55877718,0.0027960395
3:75870144-75896020,0.0027693
8:28883487-29205723,0.0027656325
16:28508726-28529942,0.002593379
21:24749516-25496273,0.0022935183
13:20633975-20649522,0.0022640228
15:32667508-32751435,0.0022478113
20:17587221-18440839,0.0022004591
11:5849760-5891661,0.0021972528
1:17042808-19187091,0.0021811337
2:712-125634,0.0021212958
1:43848683-44593810,0.002107393
3:113854434-114473399,0.0019597944
1:16126501-16531740,0.0019324243
23:153466463-153491568,0.0018654062
8:39368509-39505256,0.0018433938
20:69521-189250,0.0016682385
8:55862289-56770315,0.0015637679
15:32523241-32594902,0.0012780253
18:15079189-15370631,0.0012741154
20:34883639-35743960,0.0007934968
22:22681244-22690716,0.0007865934
8:36347029-36416687,0.000783496
7:143321677-143391065,0.0007455752
18:68386012-71032530,0.00058737746
18:51630663-51747511,0.0005767661
23:3229-45135,0.0004997216
18:4316-75432,0.00046162293
8:16373516-16668380,0.00046157773
17:11469879-12854787,0.00045494916
20:35750000-35791838,0.0004184775
1:239544570-239630032,0.00040134386
17:8567837-9872633,0.00039979955
6:204528-238441,0.00039399453
2:61025070-61061211,0.00037794397
16:68606309-68648091,0.00037504497
1:8050444-10537398,0.00035456155
6:147893082-148854440,0.00033905904
15:32605086-32654561,0.00033727905
1:217416088-219300768,0.00030505087
22:37683612-37705310,0.000299927
14:73123697-74424755,0.00027663496
19:232836-236846,0.0002581089
16:29586070-30555422,0.00019697468
6:131304839-132036965,0.00016755116
1:239391358-239517083,0.00016484736
9:42913008-43066618,0.00012275999
23:959048-1235529,0.000106065425
6:135204537-135259324,7.889305e-05
13:56645552-56673183,6.8971036e-05
16:18701947-19396257,4.4463104e-05
1:2882919-2901629,3.7009777e-05
16:86985669-88124384,2.8502649e-05
11:55124730-55194990,2.192863e-05
16:54354643-54379834,1.2815934e-05
