Feature,Importance
1:35903416-37578554,0.10466454
20:1546858-1557784,0.08416173
8:8117271-8132139,0.08370578
6:40747924-42826227,0.062618956
20:194755-763411,0.0529029
16:68710277-68751390,0.041954704
11:86480032-87537774,0.0349838
17:35076296-35282086,0.03411721
19:40530071-40556205,0.029937541
22:24876788-26191987,0.021478983
3:16617887-16778176,0.018932771
8:97415915-97633935,0.01850923
3:75870144-75896020,0.018507725
16:68838368-68874167,0.01795761
4:191191940-191311992,0.016047517
3:199333505-199383479,0.015715245
12:70462057-70560603,0.0154889
14:105654998-105693581,0.014601938
1:239391358-239517083,0.014597836
6:22060377-24236375,0.0133793205
1:245150122-245299678,0.011585197
11:5742476-5762182,0.01095936
2:196212-479448,0.010764467
10:46396163-46568496,0.010651668
7:141965869-141978333,0.010397452
2:158911197-159695436,0.009790035
4:191062719-191134340,0.009594191
13:47691104-47937120,0.009268059
5:69274433-70345552,0.009000153
16:82128902-83298645,0.008317405
4:143274574-145390888,0.008129496
18:19733211-22259536,0.007531428
1:39437661-40202959,0.00727803
5:150148732-150201145,0.007053772
8:39368509-39505256,0.00644535
1:16757397-16794038,0.0062766178
6:1535319-2846224,0.0060134386
8:184617-808139,0.0058575887
1:193480150-193527058,0.0056433636
3:46761824-46823673,0.0056326934
6:204528-238441,0.0056032487
4:162347852-163724527,0.0055875317
15:18722595-18790589,0.005567227
3:75845446-75858339,0.005530797
1:199087690-199111062,0.0054795747
14:18149473-18537177,0.005464251
14:32610323-34077415,0.0054522743
18:22269177-22793854,0.005345655
4:42710489-45504577,0.005289336
7:141214728-141245219,0.0052518095
20:30746598-31334385,0.0050682067
1:16954838-16997273,0.004791826
6:32672983-32702995,0.0045718476
7:143321677-143391065,0.004470212
12:69315717-70369674,0.004269318
3:84212782-84761534,0.0038763264
11:46368437-47509993,0.003717858
5:150224239-152555267,0.0034987344
20:34883639-35743960,0.0030976834
20:8747-57263,0.0030371076
6:63057692-64614816,0.002315384
14:19505698-19515781,0.0022280104
1:2611444-2641811,0.0020564129
12:44923991-45851001,0.0019064173
11:48475465-48621072,0.0015754366
16:28087-37133,0.0015245748
18:17278237-18565403,0.0015225552
2:132210961-132323628,0.0014853937
10:41927641-42057554,0.0012970526
1:16126501-16531740,0.0011905972
1:116081666-116824183,0.0011861181
1:16799163-16836986,0.0011804586
20:9785760-12243594,0.0010680831
15:32523241-32594902,0.0010464218
22:20637682-20899315,0.0008124066
18:14120810-14602888,0.00047826525
17:22978886-23005210,0.00046990754
8:55862289-56770315,0.00039518368
15:19860116-19886840,0.00029967757
15:32605086-32654561,0.00024061448
14:21420105-21448635,9.48696e-05
18:14079350-14091534,9.272694e-05
23:108169857-122414714,3.6877613e-05
13:20633975-20649522,3.1906216e-05
5:802518-826044,2.4730316e-05
7:5880057-6557968,8.654407e-06
16:14956177-14988855,6.470688e-06
