Feature,Importance
17:35076296-35282086,2.6658208011612534
16:47717059-48773160,0.5831314546250351
17:41062669-41447005,0.36295826353167987
12:87329145-88538415,0.33154875292837394
8:35875555-36133992,0.2930793266914491
11:82599955-82867442,0.26120121761428067
1:149369522-149394958,0.24687157944797283
15:44193179-48393597,0.23418891939394978
12:64727853-66012212,0.23393526202693218
6:133447975-135173194,0.23282515795604097
22:22725750-22731544,0.2297683031910661
5:70716278-70721505,0.2213093660430484
20:1516966-1539155,0.21321497722561814
6:80170446-80661257,0.2062099248067376
20:194755-763411,0.2052758379412476
6:90034143-91964331,0.20353434150806782
14:49379507-49689536,0.19924109676299337
16:49237703-50174920,0.1943184528133833
17:1703729-1713758,0.1909086559841672
1:146525071-146549143,0.18391036369015581
5:70422297-70698794,0.1819871953036695
14:38908039-40550969,0.17267660423309522
14:37627931-38890108,0.17267660423309522
17:41983407-42049540,0.17177385844137152
16:68710277-68751390,0.16998532894074542
22:41307174-41912419,0.16061429588447285
17:53437573-53723036,0.15578858744024066
15:23440964-23933266,0.1518560817745059
16:69391442-69397102,0.129683681958375
15:22374850-23389141,0.12966560222508042
11:78137964-78627898,0.1285971545581098
15:55258039-57620619,0.1270925095747286
9:43094089-43410478,0.12153963970802713
11:80023540-80218800,0.11995705684665833
19:232836-236846,0.11760632011421557
16:48783687-49225359,0.11545919858743035
14:21464924-21511829,0.1078800462513794
3:196908262-196937230,0.10568663796994046
17:77704506-78562654,0.10489259788898608
12:66035532-66948440,0.10431544347489347
5:69274433-70345552,0.09568682522057634
22:30243922-31511793,0.08906237973007025
12:63574243-64694907,0.08663349583970655
5:70752359-71062539,0.0834130159800228
16:69763173-70593293,0.07447103715959609
19:56816785-56859204,0.06760492004520292
12:92329775-94134731,0.06672273187188091
12:90696859-92322330,0.06672273187188091
3:193425674-193467200,0.06543161313723604
22:28922568-30224848,0.06355302633522612
12:88551907-88910171,0.06345268676768695
12:84542006-85443011,0.06345268676768695
6:29962849-30010234,0.06342273543729883
5:96637773-98418818,0.05937948497983429
11:46368437-47509993,0.056576117825824127
2:61025070-61061211,0.053192075564505725
17:38784700-39114890,0.05312206177401383
22:31521603-32950474,0.046945388499528
20:61795796-62379059,0.03609474020427846
13:40795287-41378403,0.0309008076745655
22:41917843-42643973,0.028840735144885932
23:66527817-67559319,0.02693671716717916
20:1499034-1506379,0.022001339996221402
11:80263397-80790766,0.01967204422179919
1:146581869-146634734,0.019047665405030775
11:59180249-59841891,0.01847842863881624
12:94141519-97140822,0.017036787727426346
8:36347029-36416687,0.013768660488272712
5:68785515-68850823,0.012426077090235688
17:77653668-77696106,0.011394485399388705
12:85450052-85962613,0.010296935677341763
12:85986743-87258350,0.010296935677341763
17:61733108-61833313,0.008615481957236616
11:79858760-79974644,0.007470376666112055
12:75396411-75693696,0.0056662954177262885
8:37317937-37617735,0.005603282062283061
12:70379430-70453985,0.002959843271495278
12:70574871-71644041,0.002959843271495278
