Feature,Importance
17:35076296-35282086,1.7413936049245033
1:149369522-149394958,0.5519740849921164
9:42913008-43066618,0.43596710153963525
3:46761824-46823673,0.3570345428410997
22:37683612-37705310,0.33533627799104554
15:32605086-32654561,0.3168241467805699
1:245009770-245014643,0.2915024903695207
8:39368509-39505256,0.27742138292915614
15:32523241-32594902,0.23901640753323955
8:39356595-39363050,0.23650009586344306
1:244870377-244942436,0.23147769061217155
3:75870144-75896020,0.230283992827081
17:42161364-42296514,0.2170029670559838
17:77442683-77478901,0.21209231381242874
1:149579637-149582884,0.20181681023875908
22:41917843-42643973,0.2005964310484336
16:68710277-68751390,0.1981499163740916
23:3229-45135,0.19259841022756966
1:244947984-244955806,0.18993263514471143
22:41293579-41298170,0.18939229756321377
8:63810-90816,0.1887437066016412
6:315257-320890,0.18767914410595107
1:244693374-244865778,0.18648020423944517
19:40530071-40556205,0.18567111148601434
22:40072147-41213949,0.18170246748033927
17:40859120-40926154,0.17787197623926457
6:64633346-64705894,0.177861592099148
22:39323749-40065743,0.17162291068418423
15:32447707-32511475,0.17129214742989693
6:30040917-30081128,0.169780745056006
1:239391358-239517083,0.16869591699758216
1:244961779-244970723,0.1670000431547078
6:295212-314420,0.16605103419542525
22:41221190-41290227,0.1655079810952734
14:105602756-105630089,0.16346740706935609
17:77653668-77696106,0.15060147277590416
17:77704506-78562654,0.15060147277590416
1:42754729-43839204,0.1488995173128902
15:18722595-18790589,0.1483554402917139
3:89488409-89516057,0.14802089949361083
3:41249898-46752789,0.14754534763966112
3:75479859-75535753,0.1462560890785216
12:97852156-98629015,0.14599315843390903
6:22060377-24236375,0.13747501001572096
17:2145322-2286311,0.13683507639936185
18:66394814-68375250,0.1361974015154205
22:39107247-39317843,0.13580216979674084
1:17030134-17037487,0.13361919659851246
4:190887518-191025356,0.132568541241832
17:41062669-41447005,0.1293461489110955
17:41458670-41494331,0.1293461489110955
17:41011530-41041674,0.12836217885578494
19:232836-236846,0.12828282045152886
11:78137964-78627898,0.12696771649651506
1:83381408-83603746,0.1268996551846705
17:34989300-35067992,0.12001264968850288
16:69391442-69397102,0.11862997111167799
16:21382561-21444431,0.11819417800640455
17:42648686-42873571,0.1180089042605525
16:70601469-71161060,0.1160432428742916
16:72933295-73012768,0.11389641780739665
12:44923991-45851001,0.1121989910327284
17:39280577-40847517,0.11209455545871258
22:38968144-39093020,0.11191785332881614
20:61795796-62379059,0.11008075601817555
22:37803663-38961219,0.10870790772244751
3:196908262-196937230,0.1064201405352264
23:91489731-91607636,0.10629455891687209
12:64727853-66012212,0.10570234894545176
16:73043507-76974056,0.10443173124296125
16:68838368-68874167,0.10443173124296125
1:193480150-193527058,0.10341918225880775
8:100449572-100905868,0.10212484169977408
1:199087690-199111062,0.10205867018527125
17:25179301-25520058,0.10137677484274554
17:42301553-42639030,0.09821128283861054
12:97156507-97840955,0.09728754437006863
12:74674175-74721164,0.09661920816286079
17:43036086-43085236,0.09629712378260856
8:36627162-36673994,0.09493687069130766
11:79858760-79974644,0.09437632033994363
1:199047681-199054142,0.09099327423052664
3:75845446-75858339,0.08990960163678398
4:162205286-162321148,0.08914889921887335
8:98721543-100441109,0.08911467365587103
12:85986743-87258350,0.08783722308007996
4:70334625-70410860,0.08725115252512919
1:16799163-16836986,0.08710215831711424
11:61927382-62259438,0.08520278292021582
11:62264206-62741497,0.08520278292021582
1:141500919-141527782,0.08331342475945674
18:62820286-64788942,0.08154555376897156
1:239337733-239364269,0.08152221455012978
16:14956177-14988855,0.0801500226040461
12:70462057-70560603,0.07970402996792435
17:61247968-61578637,0.07923473173102517
16:69763173-70593293,0.0775855281936682
8:42123757-42175380,0.07752442841688847
1:142116690-142435868,0.07529652135181436
8:117915188-119933236,0.07514285269271169
6:32605300-32629848,0.0748605399605284
18:75254596-76110964,0.07477336034569067
6:19049822-20716660,0.07467757729660982
6:20726739-22048197,0.07467757729660982
22:22725750-22731544,0.07418669206465786
17:2361350-2900841,0.07413768681953636
18:42452207-44456688,0.07366755229173906
17:38077519-38710043,0.07329020836901753
17:38035466-38070950,0.07329020836901753
6:63057692-64614816,0.07313259588945581
8:40546119-41025130,0.07306682725839538
8:40137595-40540201,0.07306682725839538
7:143321677-143391065,0.07257918077383116
11:80023540-80218800,0.07199708875881612
1:16954838-16997273,0.07112732911732744
8:41074444-41272917,0.06952587354812775
1:43848683-44593810,0.06929738777682652
16:68606309-68648091,0.06912318883623421
4:191037678-191046020,0.06900932646155122
16:71838028-72906433,0.06887063393662594
16:71180297-71797476,0.06887063393662594
16:68880321-69381055,0.06887063393662594
8:101808084-102428770,0.06811651018066617
5:93328253-96508341,0.06751024751357482
16:73022578-73030029,0.0674568292220355
1:109933787-109968401,0.0672704890237545
12:66035532-66948440,0.06724897749287138
22:30243922-31511793,0.06723888045057215
3:170472437-173237997,0.06722142208267999
3:173247425-173637617,0.06722142208267999
22:28922568-30224848,0.06634380531901132
1:21483025-21545437,0.06621834351950735
6:40747924-42826227,0.06566188030815008
6:4651403-4923955,0.06495361464752497
5:714149-719885,0.06493008736835067
1:57359130-58257959,0.0643450690927399
18:46023418-47316297,0.06430358864653812
12:45861893-47611599,0.06293834711740673
5:68785515-68850823,0.06251376253397176
17:41983407-42049540,0.06245249124136428
14:19154992-19216369,0.06241495898260212
4:846154-890807,0.061868480111457534
11:78706656-79810606,0.060886467370880305
18:64796820-66358047,0.06080819570560102
16:29586070-30555422,0.060452993683036874
1:244627520-244676774,0.05960085576647809
6:137982450-139107896,0.05948344056822737
17:43100477-43148025,0.05880252639148136
6:135286400-135498058,0.05871838422036807
19:40356341-40522716,0.057360962815340394
5:93308740-93320336,0.05707483461700025
20:39688990-40052114,0.05690649702297373
8:38313929-38522146,0.05661477275321867
17:22798530-22952517,0.056267330257193125
15:39989024-40217541,0.0555214275347106
15:39590440-39979013,0.0555214275347106
12:9528590-9585156,0.05528994168757199
6:136561135-136680507,0.05524716310075972
1:146525071-146549143,0.0542705550978921
16:29560500-29582349,0.05420355049625327
6:2851182-4639919,0.05241301227897095
8:97639200-98703368,0.05171987808502473
1:17042808-19187091,0.05113289048274688
17:1890246-1906352,0.051026740751548914
18:48187829-51613228,0.050807657610267426
18:71041018-75196415,0.05010493803073566
18:68386012-71032530,0.05010493803073566
8:16373516-16668380,0.04953145554718272
13:20633975-20649522,0.049486669934788584
6:139119957-139765820,0.04929640820494869
3:75914406-75957900,0.04814566132480428
23:1702016-1706462,0.047556723625232895
17:52205885-52455229,0.047106431116333676
19:20422576-20493401,0.04702573657553025
8:103130143-104962929,0.046911851896216154
8:36512939-36612488,0.046630618101503755
8:36426253-36481039,0.046630618101503755
8:139857344-140647674,0.0460959295404911
8:137337404-139849337,0.0460959295404911
17:23604362-23631712,0.04605777579082834
8:35694285-35751327,0.04595309367944438
6:18550170-19001738,0.0459386256624526
5:96637773-98418818,0.04538014768583705
6:24244934-26055528,0.044962410695516285
20:69521-189250,0.0437175150329179
20:194755-763411,0.0437175150329179
15:32796260-39569934,0.04360637178037317
8:38168564-38303346,0.0434933489400994
6:135204537-135259324,0.04314086485240205
12:98643996-98870746,0.04279398124295722
12:82881635-83804633,0.0426882150232773
17:34900309-34977994,0.04213504924459347
23:6326742-7941487,0.041707393672229774
8:115852788-116921245,0.04159973114493703
6:29939288-29950805,0.04154773491439304
12:67337260-68268028,0.04113058546497608
5:70716278-70721505,0.04083448795128644
6:32123032-32519935,0.04069773082795048
6:31564655-32119501,0.04069773082795048
6:31395330-31558079,0.04069773082795048
18:44463005-46007592,0.04054165040608031
17:33315580-33322972,0.04043846129902011
5:916822-999736,0.04039507802354477
6:140939171-142310445,0.04036778875481117
17:1542118-1560766,0.04018678790578512
22:47066760-47270867,0.039923088317938255
5:873416-878290,0.03941003983531744
8:102442641-103122693,0.039355552624289365
22:42652021-43322780,0.039177514016318714
17:23030260-23591463,0.039113545182568724
17:1531031-1536140,0.038634887202219456
17:1718892-1845756,0.038634887202219456
17:1912424-2133315,0.038634887202219456
3:75546791-75799957,0.03838187596186854
18:47386120-48178655,0.037361868816905536
18:75205199-75248694,0.037077396239602226
6:28803010-29931073,0.03636204023716426
6:64750730-65951879,0.03627959105425737
6:137534872-137928470,0.03558162865278841
15:39578565-39587716,0.0355508673071884
22:27829159-28903600,0.03530553829683076
1:142444242-142565191,0.0352529398014885
16:58452085-59295365,0.03452080044933419
8:39962335-40121328,0.033800351856998805
8:40125478-40131470,0.033800351856998805
11:61339118-61799979,0.03308333946961005
17:32563736-32871918,0.032843303478802946
1:3125822-3135062,0.03264598409824388
23:1672003-1687507,0.03250167632464182
23:91632143-92103804,0.03245588677829775
1:239190321-239313778,0.03241944502963968
17:35286565-35336158,0.032417954696282614
17:32493219-32550413,0.0318041570658868
12:85450052-85962613,0.031647413247811826
17:3393853-4388997,0.03038008726480325
17:2914621-3387328,0.03038008726480325
12:87329145-88538415,0.029461263937061603
22:37717564-37801946,0.02798231239903658
18:14120810-14602888,0.027909940973100504
22:23930054-23946476,0.027678268552614623
6:135520431-136095714,0.02734072297743711
3:163997236-164023510,0.027206717192215648
20:1499034-1506379,0.026283032973683947
5:802518-826044,0.025878633633038675
1:16757397-16794038,0.025345388722011284
11:78005966-78127149,0.024612671522736478
11:77881751-77985428,0.024612671522736478
15:18657388-18683110,0.024314405558348778
8:53262924-54668893,0.024297926216185275
17:10999-29169,0.023986856237013306
6:4933188-6340443,0.023464758264939094
16:61163269-63210535,0.023389801051656535
12:75396411-75693696,0.023308033964063727
12:63340667-63566937,0.023237789965049122
12:63574243-64694907,0.023237789965049122
6:30100446-31385778,0.022928816296425764
1:146581869-146634734,0.02287808199427332
6:136159988-136555576,0.02278721318456443
1:236280081-237042779,0.022762616994450206
1:237050563-238730140,0.022762616994450206
18:16808486-16996321,0.02245698468047989
1:21558697-22668805,0.02218033103363806
3:79401618-80929281,0.02215738725701642
8:113259394-114138964,0.02211651675818145
8:114214217-115827427,0.02211651675818145
14:73071404-73092018,0.02180854700472439
17:25816140-25841839,0.02135270797408263
8:41575958-42118548,0.020203983948552683
16:86462708-86560114,0.02015465318542799
16:86874711-86968529,0.02004419202381176
17:37416931-38029088,0.019944707601465612
6:67665685-68602261,0.019694861465764123
1:93748351-97087853,0.018703169032347804
8:38534092-38573218,0.017981022925811323
20:45232779-46038929,0.017899825169883872
6:89106148-90015649,0.017850699361480146
1:142877399-143526765,0.017666057091384673
4:162347852-163724527,0.017341549245155734
6:65983562-66231264,0.017101767427543685
18:51767179-55758094,0.0169031800075171
18:51630663-51747511,0.0169031800075171
12:43945081-44919712,0.016732895158529305
17:41527705-41566540,0.01668507656885045
23:131385521-132949963,0.016085722531949443
6:122710361-123097090,0.015979371558557366
17:24265896-24395518,0.015904646988127286
8:39870841-39957091,0.015628538930902533
23:422315-462468,0.01519792819677651
22:45406576-47045591,0.015025732516432728
5:96522323-96603723,0.014195623959749
6:32766023-32821094,0.013117519696317114
1:142570866-142598507,0.012889740001387791
