fold,n_estimators,max_depth,max_features,k,l,accuracy,f1_weighted,roc_auc_ovr,train_accuracy,train_f1_weighted,train_roc_auc_ovr
2_7_4,50,10.0,sqrt,,,0.625,0.6089743589743589,0.8678977272727273,1.0,1.0,1.0
2_7_5,50,10.0,sqrt,,,0.625,0.625,0.7556818181818181,1.0,1.0,1.0
2_8_1,100,10.0,sqrt,,,0.875,0.8743686868686869,0.9511363636363637,1.0,1.0,1.0
2_8_2,100,10.0,sqrt,,,0.9375,0.9368686868686869,0.9659090909090909,1.0,1.0,1.0
2_8_3,100,10.0,sqrt,,,0.8125,0.8092948717948718,0.8710227272727273,1.0,1.0,1.0
2_8_4,100,10.0,sqrt,,,0.6875,0.6950854700854701,0.9113636363636364,1.0,1.0,1.0
2_8_5,100,10.0,sqrt,,,0.6875,0.6821581196581197,0.7818181818181819,1.0,1.0,1.0
2_9_1,50,,sqrt,,,0.625,0.5848214285714286,0.8329545454545454,0.6875,0.6339285714285714,0.8444058423142371
2_9_2,50,,sqrt,,,0.6875,0.6714743589743589,0.7829545454545455,0.828125,0.8189521563342319,0.9456537152580828
2_9_3,50,,sqrt,,,0.6875,0.6279761904761905,0.8806818181818181,0.84375,0.84375,0.94751488939308
2_9_4,50,,sqrt,,,0.5625,0.5550213675213675,0.8329545454545455,0.828125,0.8282138242894057,0.9408146625070901
2_9_5,50,,sqrt,,,0.75,0.7458333333333332,0.8210227272727273,0.875,0.8728632478632479,0.958984375
2_10_1,100,,sqrt,,,0.625,0.5848214285714286,0.8329545454545454,0.6875,0.6339285714285714,0.8444058423142371
2_10_2,100,,sqrt,,,0.6875,0.6714743589743589,0.7829545454545455,0.828125,0.8189521563342319,0.9456537152580828
2_10_3,100,,sqrt,,,0.6875,0.6279761904761905,0.8806818181818181,0.84375,0.84375,0.94751488939308
2_10_4,100,,sqrt,,,0.5625,0.5550213675213675,0.8210227272727273,0.828125,0.8282138242894057,0.9378367838910948
2_10_5,100,,sqrt,,,0.75,0.7458333333333332,0.8210227272727273,0.875,0.8728632478632479,0.958984375
2_11_1,50,10.0,sqrt,,,0.625,0.5848214285714286,0.8329545454545454,0.6875,0.6339285714285714,0.8444058423142371
2_11_2,50,10.0,sqrt,,,0.6875,0.6714743589743589,0.7829545454545455,0.828125,0.8189521563342319,0.9456537152580828
2_11_3,50,10.0,sqrt,,,0.6875,0.6279761904761905,0.8806818181818181,0.84375,0.84375,0.94751488939308
2_11_4,50,10.0,sqrt,,,0.5625,0.5550213675213675,0.8329545454545455,0.828125,0.8282138242894057,0.9408146625070901
2_11_5,50,10.0,sqrt,,,0.75,0.7458333333333332,0.8210227272727273,0.875,0.8728632478632479,0.958984375
2_12_1,100,10.0,sqrt,,,0.625,0.5848214285714286,0.8329545454545454,0.6875,0.6339285714285714,0.8444058423142371
2_12_2,100,10.0,sqrt,,,0.6875,0.6714743589743589,0.7829545454545455,0.828125,0.8189521563342319,0.9456537152580828
2_12_3,100,10.0,sqrt,,,0.6875,0.6279761904761905,0.8806818181818181,0.84375,0.84375,0.94751488939308
2_12_4,100,10.0,sqrt,,,0.5625,0.5550213675213675,0.8210227272727273,0.828125,0.8282138242894057,0.9378367838910948
2_12_5,100,10.0,sqrt,,,0.75,0.7458333333333332,0.8210227272727273,0.875,0.8728632478632479,0.958984375
3_1_1,50,,sqrt,,,0.75,0.7431623931623932,0.9522727272727274,1.0,1.0,1.0
3_1_2,50,,sqrt,,,0.6875,0.6761363636363635,0.790340909090909,1.0,1.0,1.0
3_1_3,50,,sqrt,,,0.9375,0.9368686868686869,0.9261363636363636,1.0,1.0,1.0
3_1_4,50,,sqrt,,,0.6875,0.6875,0.8500000000000001,1.0,1.0,1.0
3_1_5,50,,sqrt,,,0.625,0.6312281468531469,0.802840909090909,1.0,1.0,1.0
3_2_1,100,,sqrt,,,0.875,0.8729166666666668,0.9647727272727273,1.0,1.0,1.0
3_2_2,100,,sqrt,,,0.6875,0.6761363636363635,0.7997159090909091,1.0,1.0,1.0
3_2_3,100,,sqrt,,,0.9375,0.9368686868686869,0.9488636363636364,1.0,1.0,1.0
3_2_4,100,,sqrt,,,0.75,0.7537393162393162,0.840625,1.0,1.0,1.0
3_2_5,100,,sqrt,,,0.625,0.6312281468531469,0.7977272727272727,1.0,1.0,1.0
3_3_1,50,10.0,sqrt,,,0.75,0.7431623931623932,0.9522727272727274,1.0,1.0,1.0
3_3_2,50,10.0,sqrt,,,0.6875,0.6761363636363635,0.790340909090909,1.0,1.0,1.0
3_3_3,50,10.0,sqrt,,,0.9375,0.9368686868686869,0.9261363636363636,1.0,1.0,1.0
3_3_4,50,10.0,sqrt,,,0.6875,0.6875,0.8500000000000001,1.0,1.0,1.0
3_3_5,50,10.0,sqrt,,,0.625,0.6312281468531469,0.802840909090909,1.0,1.0,1.0
3_4_1,100,10.0,sqrt,,,0.875,0.8729166666666668,0.9647727272727273,1.0,1.0,1.0
3_4_2,100,10.0,sqrt,,,0.6875,0.6761363636363635,0.7997159090909091,1.0,1.0,1.0
3_4_3,100,10.0,sqrt,,,0.9375,0.9368686868686869,0.9488636363636364,1.0,1.0,1.0
3_4_4,100,10.0,sqrt,,,0.75,0.7537393162393162,0.840625,1.0,1.0,1.0
3_4_5,100,10.0,sqrt,,,0.625,0.6312281468531469,0.7977272727272727,1.0,1.0,1.0
3_5_1,50,,sqrt,,,0.9375,0.9375,0.9914772727272727,1.0,1.0,1.0
3_5_2,50,,sqrt,,,0.6875,0.6795454545454545,0.8889204545454545,1.0,1.0,1.0
3_5_3,50,,sqrt,,,1.0,1.0,1.0,1.0,1.0,1.0
3_5_4,50,,sqrt,,,0.8125,0.8113636363636364,0.9028409090909091,1.0,1.0,1.0
3_5_5,50,,sqrt,,,0.8125,0.8028846153846154,0.9517045454545454,1.0,1.0,1.0
3_6_1,100,,sqrt,,,0.875,0.8743686868686869,0.9943181818181819,1.0,1.0,1.0
3_6_2,100,,sqrt,,,0.6875,0.659090909090909,0.8909090909090909,1.0,1.0,1.0
3_6_3,100,,sqrt,,,1.0,1.0,1.0,1.0,1.0,1.0
3_6_4,100,,sqrt,,,0.8125,0.8113636363636364,0.9170454545454545,1.0,1.0,1.0
3_6_5,100,,sqrt,,,0.75,0.7232142857142857,0.9102272727272727,1.0,1.0,1.0
3_7_1,50,10.0,sqrt,,,0.9375,0.9375,0.9914772727272727,1.0,1.0,1.0
3_7_2,50,10.0,sqrt,,,0.6875,0.6795454545454545,0.8889204545454545,1.0,1.0,1.0
3_7_3,50,10.0,sqrt,,,1.0,1.0,1.0,1.0,1.0,1.0
3_7_4,50,10.0,sqrt,,,0.8125,0.8113636363636364,0.9028409090909091,1.0,1.0,1.0
3_7_5,50,10.0,sqrt,,,0.8125,0.8028846153846154,0.9517045454545454,1.0,1.0,1.0
3_8_1,100,10.0,sqrt,,,0.875,0.8743686868686869,0.9943181818181819,1.0,1.0,1.0
3_8_2,100,10.0,sqrt,,,0.6875,0.659090909090909,0.8883522727272728,1.0,1.0,1.0
3_8_3,100,10.0,sqrt,,,1.0,1.0,1.0,1.0,1.0,1.0
3_8_4,100,10.0,sqrt,,,0.8125,0.8113636363636364,0.9170454545454545,1.0,1.0,1.0
3_8_5,100,10.0,sqrt,,,0.75,0.7232142857142857,0.9073863636363636,1.0,1.0,1.0
3_9_1,50,,sqrt,,,0.6875,0.6843434343434343,0.875,0.6875,0.6665736607142857,0.8414279636982416
3_9_2,50,,sqrt,,,0.625,0.5078125,0.7673295454545455,0.859375,0.853702731092437,0.9558762458471761
3_9_3,50,,sqrt,,,0.75,0.7232142857142857,0.9045454545454545,0.671875,0.6158486346516008,0.837109807585825
3_9_4,50,,sqrt,,,0.5,0.4916666666666667,0.7613636363636364,0.71875,0.7169157608695653,0.8606424764673312
3_9_5,50,,sqrt,,,0.5625,0.5400641025641026,0.7420454545454546,0.71875,0.7044270833333333,0.8722673572616407
3_10_1,100,,sqrt,,,0.6875,0.6843434343434343,0.875,0.6875,0.6665736607142857,0.8414279636982416
3_10_2,100,,sqrt,,,0.625,0.5078125,0.7673295454545455,0.859375,0.853702731092437,0.9558762458471761
3_10_3,100,,sqrt,,,0.75,0.7232142857142857,0.9045454545454545,0.671875,0.6158486346516008,0.837109807585825
3_10_4,100,,sqrt,,,0.5,0.4916666666666667,0.7613636363636364,0.71875,0.7169157608695653,0.8606424764673312
3_10_5,100,,sqrt,,,0.5625,0.5400641025641026,0.7420454545454546,0.71875,0.7044270833333333,0.8722673572616407
3_11_1,50,10.0,sqrt,,,0.6875,0.6843434343434343,0.875,0.6875,0.6665736607142857,0.8414279636982416
3_11_2,50,10.0,sqrt,,,0.625,0.5078125,0.7673295454545455,0.859375,0.853702731092437,0.9558762458471761
3_11_3,50,10.0,sqrt,,,0.75,0.7232142857142857,0.9045454545454545,0.671875,0.6158486346516008,0.837109807585825
3_11_4,50,10.0,sqrt,,,0.5,0.4916666666666667,0.7613636363636364,0.71875,0.7169157608695653,0.8606424764673312
3_11_5,50,10.0,sqrt,,,0.5625,0.5400641025641026,0.7420454545454546,0.71875,0.7044270833333333,0.8722673572616407
3_12_1,100,10.0,sqrt,,,0.6875,0.6843434343434343,0.875,0.6875,0.6665736607142857,0.8414279636982416
3_12_2,100,10.0,sqrt,,,0.625,0.5078125,0.7673295454545455,0.859375,0.853702731092437,0.9558762458471761
3_12_3,100,10.0,sqrt,,,0.75,0.7232142857142857,0.9045454545454545,0.671875,0.6158486346516008,0.837109807585825
3_12_4,100,10.0,sqrt,,,0.5,0.4916666666666667,0.7613636363636364,0.71875,0.7169157608695653,0.8606424764673312
3_12_5,100,10.0,sqrt,,,0.5625,0.5400641025641026,0.7420454545454546,0.71875,0.7044270833333333,0.8722673572616407
4_1_1,50,,sqrt,,,0.75,0.7575757575757576,0.8579545454545454,1.0,1.0,1.0
4_1_2,50,,sqrt,,,0.625,0.6208333333333333,0.8823863636363636,1.0,1.0,1.0
4_1_3,50,,sqrt,,,0.6875,0.6821581196581197,0.8102272727272727,1.0,1.0,1.0
4_1_4,50,,sqrt,,,0.875,0.8697916666666667,0.9772727272727273,1.0,1.0,1.0
4_1_5,50,,sqrt,,,0.875,0.8683035714285714,0.890909090909091,1.0,1.0,1.0
4_2_1,100,,sqrt,,,0.8125,0.8181818181818181,0.8909090909090909,1.0,1.0,1.0
4_2_2,100,,sqrt,,,0.625,0.6208333333333333,0.8582386363636363,1.0,1.0,1.0
4_2_3,100,,sqrt,,,0.625,0.6049107142857143,0.7829545454545455,1.0,1.0,1.0
4_2_4,100,,sqrt,,,0.8125,0.8072916666666667,0.9818181818181819,1.0,1.0,1.0
4_2_5,100,,sqrt,,,0.75,0.7537393162393162,0.8843749999999999,1.0,1.0,1.0
4_3_1,50,10.0,sqrt,,,0.75,0.7575757575757576,0.8548295454545456,1.0,1.0,1.0
4_3_2,50,10.0,sqrt,,,0.625,0.6208333333333333,0.8823863636363636,1.0,1.0,1.0
4_3_3,50,10.0,sqrt,,,0.6875,0.6821581196581197,0.8073863636363636,1.0,1.0,1.0
4_3_4,50,10.0,sqrt,,,0.875,0.8697916666666667,0.9772727272727273,1.0,1.0,1.0
4_3_5,50,10.0,sqrt,,,0.875,0.8683035714285714,0.890909090909091,1.0,1.0,1.0
4_4_1,100,10.0,sqrt,,,0.8125,0.8181818181818181,0.8909090909090909,1.0,1.0,1.0
4_4_2,100,10.0,sqrt,,,0.625,0.6208333333333333,0.8582386363636364,1.0,1.0,1.0
4_4_3,100,10.0,sqrt,,,0.625,0.6049107142857143,0.7829545454545455,1.0,1.0,1.0
4_4_4,100,10.0,sqrt,,,0.8125,0.8072916666666667,0.9818181818181819,1.0,1.0,1.0
4_4_5,100,10.0,sqrt,,,0.75,0.7537393162393162,0.8843749999999999,1.0,1.0,1.0
4_5_1,50,,sqrt,,,0.8125,0.8096590909090908,0.940340909090909,1.0,1.0,1.0
4_5_2,50,,sqrt,,,0.6875,0.6875,0.9414772727272727,1.0,1.0,1.0
4_5_3,50,,sqrt,,,0.5625,0.5559027777777779,0.7335227272727273,1.0,1.0,1.0
4_5_4,50,,sqrt,,,1.0,1.0,0.996875,1.0,1.0,1.0
4_5_5,50,,sqrt,,,0.8125,0.8092948717948718,0.9426136363636364,1.0,1.0,1.0
4_6_1,100,,sqrt,,,0.8125,0.8156687062937062,0.9460227272727273,1.0,1.0,1.0
4_6_2,100,,sqrt,,,0.8125,0.8068181818181818,0.94375,1.0,1.0,1.0
4_6_3,100,,sqrt,,,0.5625,0.5559027777777779,0.7272727272727273,1.0,1.0,1.0
4_6_4,100,,sqrt,,,1.0,1.0,1.0,1.0,1.0,1.0
4_6_5,100,,sqrt,,,0.75,0.75,0.925284090909091,1.0,1.0,1.0
4_7_1,50,10.0,sqrt,,,0.8125,0.8096590909090908,0.9517045454545454,1.0,1.0,1.0
4_7_2,50,10.0,sqrt,,,0.6875,0.6875,0.9414772727272727,1.0,1.0,1.0
4_7_3,50,10.0,sqrt,,,0.5625,0.5559027777777779,0.7335227272727273,1.0,1.0,1.0
4_7_4,50,10.0,sqrt,,,1.0,1.0,0.996875,1.0,1.0,1.0
4_7_5,50,10.0,sqrt,,,0.8125,0.8092948717948718,0.9454545454545455,1.0,1.0,1.0
4_8_1,100,10.0,sqrt,,,0.8125,0.8156687062937062,0.9545454545454546,1.0,1.0,1.0
4_8_2,100,10.0,sqrt,,,0.8125,0.8068181818181818,0.94375,1.0,1.0,1.0
4_8_3,100,10.0,sqrt,,,0.5625,0.5559027777777779,0.7272727272727273,1.0,1.0,1.0
4_8_4,100,10.0,sqrt,,,1.0,1.0,1.0,1.0,1.0,1.0
4_8_5,100,10.0,sqrt,,,0.75,0.75,0.9309659090909091,1.0,1.0,1.0
4_9_1,50,,sqrt,,,0.6875,0.5833333333333333,0.8806818181818181,0.6875,0.5772058823529411,0.8295987215909091
4_9_2,50,,sqrt,,,0.6875,0.5772058823529411,0.8150568181818182,0.6875,0.5785984848484849,0.8476042821507761
4_9_3,50,,sqrt,,,0.625,0.546875,0.8150568181818182,0.8125,0.7917179802955665,0.9289556194567627
4_9_4,50,,sqrt,,,0.625,0.546875,0.8210227272727273,0.6875,0.6236559139784946,0.8361930085920177
4_9_5,50,,sqrt,,,0.6875,0.5772058823529411,0.8508522727272727,0.6875,0.5785984848484849,0.8395059589800444
4_10_1,100,,sqrt,,,0.6875,0.5833333333333333,0.8806818181818181,0.6875,0.5772058823529411,0.8295987215909091
4_10_2,100,,sqrt,,,0.6875,0.5772058823529411,0.8150568181818182,0.6875,0.5785984848484849,0.8468680709534367
4_10_3,100,,sqrt,,,0.625,0.546875,0.8264204545454545,0.8125,0.7917179802955665,0.9289556194567627
4_10_4,100,,sqrt,,,0.625,0.546875,0.8210227272727273,0.6875,0.6236559139784946,0.8361930085920177
4_10_5,100,,sqrt,,,0.6875,0.5772058823529411,0.8508522727272727,0.6875,0.5785984848484849,0.8395059589800444
4_11_1,50,10.0,sqrt,,,0.6875,0.5833333333333333,0.8806818181818181,0.6875,0.5772058823529411,0.8295987215909091
4_11_2,50,10.0,sqrt,,,0.6875,0.5772058823529411,0.8150568181818182,0.6875,0.5785984848484849,0.8476042821507761
4_11_3,50,10.0,sqrt,,,0.625,0.546875,0.8150568181818182,0.8125,0.7917179802955665,0.9289556194567627
4_11_4,50,10.0,sqrt,,,0.625,0.546875,0.8210227272727273,0.6875,0.6236559139784946,0.8361930085920177
4_11_5,50,10.0,sqrt,,,0.6875,0.5772058823529411,0.8508522727272727,0.6875,0.5785984848484849,0.8395059589800444
4_12_1,100,10.0,sqrt,,,0.6875,0.5833333333333333,0.8806818181818181,0.6875,0.5772058823529411,0.8295987215909091
4_12_2,100,10.0,sqrt,,,0.6875,0.5772058823529411,0.8150568181818182,0.6875,0.5785984848484849,0.8468680709534367
4_12_3,100,10.0,sqrt,,,0.625,0.546875,0.8264204545454545,0.8125,0.7917179802955665,0.9289556194567627
4_12_4,100,10.0,sqrt,,,0.625,0.546875,0.8210227272727273,0.6875,0.6236559139784946,0.8361930085920177
4_12_5,100,10.0,sqrt,,,0.6875,0.5772058823529411,0.8508522727272727,0.6875,0.5785984848484849,0.8395059589800444
5_1_1,50,,sqrt,,,0.75,0.75,0.8457386363636363,1.0,1.0,1.0
5_1_2,50,,sqrt,,,0.625,0.6205357142857143,0.7823863636363637,1.0,1.0,1.0
5_1_3,50,,sqrt,,,0.6875,0.6960470085470085,0.8795454545454546,1.0,1.0,1.0
5_1_4,50,,sqrt,,,0.6875,0.6821581196581197,0.8147727272727272,1.0,1.0,1.0
5_1_5,50,,sqrt,,,0.75,0.7419871794871795,0.8562500000000001,1.0,1.0,1.0
5_2_1,100,,sqrt,,,0.75,0.7424242424242424,0.8710227272727273,1.0,1.0,1.0
5_2_2,100,,sqrt,,,0.625,0.6205357142857143,0.7829545454545456,1.0,1.0,1.0
5_2_3,100,,sqrt,,,0.5625,0.5662878787878787,0.912784090909091,1.0,1.0,1.0
5_2_4,100,,sqrt,,,0.75,0.7366071428571428,0.8107954545454545,1.0,1.0,1.0
5_2_5,100,,sqrt,,,0.75,0.7380952380952379,0.843465909090909,1.0,1.0,1.0
5_3_1,50,10.0,sqrt,,,0.75,0.75,0.8457386363636363,1.0,1.0,1.0
5_3_2,50,10.0,sqrt,,,0.625,0.6205357142857143,0.7823863636363637,1.0,1.0,1.0
5_3_3,50,10.0,sqrt,,,0.6875,0.6960470085470085,0.8795454545454546,1.0,1.0,1.0
5_3_4,50,10.0,sqrt,,,0.6875,0.6821581196581197,0.8147727272727272,1.0,1.0,1.0
5_3_5,50,10.0,sqrt,,,0.75,0.7419871794871795,0.8562500000000001,1.0,1.0,1.0
5_4_1,100,10.0,sqrt,,,0.75,0.7424242424242424,0.8710227272727273,1.0,1.0,1.0
5_4_2,100,10.0,sqrt,,,0.625,0.6205357142857143,0.7829545454545456,1.0,1.0,1.0
5_4_3,100,10.0,sqrt,,,0.5625,0.5662878787878787,0.912784090909091,1.0,1.0,1.0
5_4_4,100,10.0,sqrt,,,0.75,0.7366071428571428,0.8107954545454545,1.0,1.0,1.0
5_4_5,100,10.0,sqrt,,,0.75,0.7380952380952379,0.843465909090909,1.0,1.0,1.0
5_5_1,50,,sqrt,,,0.75,0.7424242424242424,0.9215909090909091,1.0,1.0,1.0
5_5_2,50,,sqrt,,,0.6875,0.6845238095238095,0.8727272727272728,1.0,1.0,1.0
5_5_3,50,,sqrt,,,0.9375,0.9364316239316239,0.984375,1.0,1.0,1.0
5_5_4,50,,sqrt,,,0.75,0.7366071428571428,0.8877840909090909,1.0,1.0,1.0
5_5_5,50,,sqrt,,,0.75,0.7419871794871795,0.875,1.0,1.0,1.0
5_6_1,100,,sqrt,,,0.875,0.875,0.936931818181818,1.0,1.0,1.0
5_6_2,100,,sqrt,,,0.6875,0.6845238095238095,0.8335227272727272,1.0,1.0,1.0
5_6_3,100,,sqrt,,,1.0,1.0,1.0,1.0,1.0,1.0
5_6_4,100,,sqrt,,,0.75,0.7288024475524475,0.8653409090909091,1.0,1.0,1.0
5_6_5,100,,sqrt,,,0.75,0.7419871794871795,0.8579545454545454,1.0,1.0,1.0
5_7_1,50,10.0,sqrt,,,0.75,0.7424242424242424,0.9215909090909091,1.0,1.0,1.0
5_7_2,50,10.0,sqrt,,,0.6875,0.6845238095238095,0.8727272727272728,1.0,1.0,1.0
5_7_3,50,10.0,sqrt,,,0.9375,0.9364316239316239,0.984375,1.0,1.0,1.0
5_7_4,50,10.0,sqrt,,,0.75,0.7366071428571428,0.8877840909090909,1.0,1.0,1.0
5_7_5,50,10.0,sqrt,,,0.75,0.7419871794871795,0.875,1.0,1.0,1.0
5_8_1,100,10.0,sqrt,,,0.875,0.875,0.936931818181818,1.0,1.0,1.0
5_8_2,100,10.0,sqrt,,,0.6875,0.6845238095238095,0.8335227272727272,1.0,1.0,1.0
5_8_3,100,10.0,sqrt,,,1.0,1.0,1.0,1.0,1.0,1.0
5_8_4,100,10.0,sqrt,,,0.75,0.7288024475524475,0.8653409090909091,1.0,1.0,1.0
5_8_5,100,10.0,sqrt,,,0.75,0.7419871794871795,0.8579545454545454,1.0,1.0,1.0
5_9_1,50,,sqrt,,,0.6875,0.6517857142857143,0.8448863636363637,0.71875,0.6969866071428572,0.8586474501108647
5_9_2,50,,sqrt,,,0.625,0.6049107142857143,0.7971590909090909,0.734375,0.7096283272837266,0.8704268292682926
5_9_3,50,,sqrt,,,0.75,0.6979166666666666,0.86875,0.703125,0.6843200146627566,0.8520215493348114
5_9_4,50,,sqrt,,,0.6875,0.5772058823529411,0.7613636363636364,0.6875,0.5785984848484849,0.8468680709534367
5_9_5,50,,sqrt,,,0.625,0.609375,0.8295454545454546,0.734375,0.708759497369959,0.8601740056818181
