fold,n_estimators,max_depth,max_features,k,l,accuracy,f1_weighted,roc_auc_ovr,train_accuracy,train_f1_weighted,train_roc_auc_ovr
1_6_2,100,,sqrt,,,0.8125,0.8092948717948718,0.9198863636363637,1.0,1.0,1.0
1_6_3,100,,sqrt,,,0.625,0.625,0.827840909090909,1.0,1.0,1.0
1_6_4,100,,sqrt,,,0.6875,0.6845238095238095,0.9278409090909091,1.0,1.0,1.0
1_6_5,100,,sqrt,,,0.875,0.875,0.9301136363636364,1.0,1.0,1.0
1_7_1,50,10.0,sqrt,,,0.75,0.7366071428571428,0.8721590909090908,1.0,1.0,1.0
1_7_2,50,10.0,sqrt,,,0.75,0.75,0.9142045454545455,1.0,1.0,1.0
1_7_3,50,10.0,sqrt,,,0.5625,0.5550213675213675,0.8136363636363636,1.0,1.0,1.0
1_7_4,50,10.0,sqrt,,,0.8125,0.8068181818181818,0.922159090909091,1.0,1.0,1.0
1_7_5,50,10.0,sqrt,,,0.875,0.876984126984127,0.9360795454545454,1.0,1.0,1.0
1_8_1,100,10.0,sqrt,,,0.875,0.8683035714285714,0.89375,1.0,1.0,1.0
1_8_2,100,10.0,sqrt,,,0.8125,0.8092948717948718,0.9198863636363637,1.0,1.0,1.0
1_8_3,100,10.0,sqrt,,,0.625,0.625,0.827840909090909,1.0,1.0,1.0
1_8_4,100,10.0,sqrt,,,0.6875,0.6845238095238095,0.9278409090909091,1.0,1.0,1.0
1_8_5,100,10.0,sqrt,,,0.875,0.875,0.9301136363636364,1.0,1.0,1.0
1_9_1,50,,sqrt,,,0.8125,0.7910714285714286,0.8926136363636363,0.703125,0.6790994623655913,0.8470114861032331
1_9_2,50,,sqrt,,,0.625,0.625,0.803125,0.75,0.7166666666666667,0.8697178105501986
1_9_3,50,,sqrt,,,0.75,0.7366071428571428,0.8448863636363636,0.71875,0.6915948275862068,0.8481281905842315
1_9_4,50,,sqrt,,,0.6875,0.5772058823529411,0.8448863636363636,0.734375,0.7198863636363636,0.8578062960862167
1_9_5,50,,sqrt,,,0.75,0.7232142857142857,0.874715909090909,0.71875,0.6961206896551724,0.8508522727272727
1_10_1,100,,sqrt,,,0.8125,0.7910714285714286,0.8926136363636363,0.703125,0.6790994623655913,0.8470114861032331
1_10_2,100,,sqrt,,,0.625,0.625,0.803125,0.75,0.7166666666666667,0.8697178105501986
1_10_3,100,,sqrt,,,0.75,0.7366071428571428,0.8448863636363636,0.71875,0.6915948275862068,0.8481281905842315
1_10_4,100,,sqrt,,,0.6875,0.5772058823529411,0.8448863636363636,0.734375,0.7198863636363636,0.8578062960862167
1_10_5,100,,sqrt,,,0.75,0.7232142857142857,0.874715909090909,0.71875,0.6961206896551724,0.8508522727272727
1_11_1,50,10.0,sqrt,,,0.8125,0.7910714285714286,0.8926136363636363,0.703125,0.6790994623655913,0.8470114861032331
1_11_2,50,10.0,sqrt,,,0.625,0.625,0.803125,0.75,0.7166666666666667,0.8697178105501986
1_11_3,50,10.0,sqrt,,,0.75,0.7366071428571428,0.8448863636363636,0.71875,0.6915948275862068,0.8481281905842315
1_11_4,50,10.0,sqrt,,,0.6875,0.5772058823529411,0.8448863636363636,0.734375,0.7198863636363636,0.8578062960862167
1_11_5,50,10.0,sqrt,,,0.75,0.7232142857142857,0.874715909090909,0.71875,0.6961206896551724,0.8508522727272727
1_12_1,100,10.0,sqrt,,,0.8125,0.7910714285714286,0.8926136363636363,0.703125,0.6790994623655913,0.8470114861032331
1_12_2,100,10.0,sqrt,,,0.625,0.625,0.803125,0.75,0.7166666666666667,0.8697178105501986
1_12_3,100,10.0,sqrt,,,0.75,0.7366071428571428,0.8448863636363636,0.71875,0.6915948275862068,0.8481281905842315
1_12_4,100,10.0,sqrt,,,0.6875,0.5772058823529411,0.8448863636363636,0.734375,0.7198863636363636,0.8578062960862167
1_12_5,100,10.0,sqrt,,,0.75,0.7232142857142857,0.874715909090909,0.71875,0.6961206896551724,0.8508522727272727
2_1_1,50,,sqrt,,,0.875,0.875,0.9045454545454545,1.0,1.0,1.0
2_1_2,50,,sqrt,,,0.75,0.7588383838383839,0.9454545454545453,1.0,1.0,1.0
2_1_3,50,,sqrt,,,0.75,0.7366071428571428,0.7838068181818181,1.0,1.0,1.0
2_1_4,50,,sqrt,,,0.6875,0.6856060606060606,0.8701704545454546,1.0,1.0,1.0
2_1_5,50,,sqrt,,,0.625,0.61875,0.7690340909090909,1.0,1.0,1.0
2_2_1,100,,sqrt,,,0.8125,0.8092948717948718,0.9403409090909091,1.0,1.0,1.0
2_2_2,100,,sqrt,,,0.75,0.7588383838383839,0.9579545454545455,1.0,1.0,1.0
2_2_3,100,,sqrt,,,0.8125,0.8092948717948718,0.7897727272727273,1.0,1.0,1.0
2_2_4,100,,sqrt,,,0.6875,0.6931818181818181,0.9125,1.0,1.0,1.0
2_2_5,100,,sqrt,,,0.625,0.61875,0.7911931818181819,1.0,1.0,1.0
2_3_1,50,10.0,sqrt,,,0.875,0.875,0.9045454545454545,1.0,1.0,1.0
2_3_2,50,10.0,sqrt,,,0.75,0.7588383838383839,0.9454545454545453,1.0,1.0,1.0
2_3_3,50,10.0,sqrt,,,0.75,0.7366071428571428,0.7809659090909091,1.0,1.0,1.0
2_3_4,50,10.0,sqrt,,,0.6875,0.6856060606060606,0.8701704545454546,1.0,1.0,1.0
2_3_5,50,10.0,sqrt,,,0.625,0.61875,0.7690340909090909,1.0,1.0,1.0
2_4_1,100,10.0,sqrt,,,0.8125,0.8092948717948718,0.9403409090909091,1.0,1.0,1.0
2_4_2,100,10.0,sqrt,,,0.75,0.7588383838383839,0.9579545454545455,1.0,1.0,1.0
2_4_3,100,10.0,sqrt,,,0.8125,0.8092948717948718,0.7897727272727273,1.0,1.0,1.0
2_4_4,100,10.0,sqrt,,,0.6875,0.6931818181818181,0.9125,1.0,1.0,1.0
2_4_5,100,10.0,sqrt,,,0.625,0.61875,0.7911931818181819,1.0,1.0,1.0
2_5_1,50,,sqrt,,,0.875,0.875,0.9292613636363637,1.0,1.0,1.0
